Sample,label,Parabacteroides,Eubacterium,Gemmiger,Alloprevotella,Ruminococcus,Megasphaera,Blautia,Odoribacter,Butyricimonas,Bifidobacterium,Fusicatenibacter,Dialister,Clostridium_XVIII,Pyramidobacter,Turicibacter,Anaerostipes,Sutterella,Coprococcus,Megamonas,Escherichia/Shigella,Flavonifractor,Intestinibacter,Prevotella,Collinsella,Barnesiella,Haemophilus,Anaerotruncus,Dorea,Roseburia,Phascolarctobacterium,Lachnospiracea_incertae_sedis,Streptococcus,Oscillibacter,Clostridium_XlVb,Clostridium_sensu_stricto,Desulfovibrio,Romboutsia,Clostridium_IV,Bacteroides,Paraprevotella,Veillonella,Akkermansia,Parasutterella,Clostridium_XlVa,Holdemanella,Alistipes,Eisenbergiella,Fusobacterium,Faecalibacterium,Bilophila,Ruminococcus2,Catenibacterium
FJ060,C,0.712446352,0.905579398,3.63304721,0.111587982,0.869098713,0,0.903433474,0.118025751,0.008583691,0.00858369,0.130901288,0.08583691,0.143776824,0,0,0.079399142,1.231759657,0.427038626,9.493562233,0.630901288,0.300429185,0.019313305,3.821888411,0.036480686,0.03862661,0.015021459,0.032188841,0.098712446,1.444206008,7.268240343,1.92274678,0.057939914,1.182403432,0.272532189,0.137339055,0.025751072,0.454935622,0.079399141,31.17167381,0.203862661,0.017167381,0.004291845,0.221030042,1.401287554,0.045064378,1.315450643,0.004291845,5.433476395,10.97639485,0.570815451,0.957081544,0
FJH01,C,0.37212025,0.284316594,1.227160597,0.068988586,0.871764853,0.056445206,1.816699419,0.027177322,0.018815069,0.227871388,0.995108082,0.597901074,0.242505331,0.002090563,0,0.257139273,0.033449011,1.128904125,0.091984781,0.645984028,0.15052055,0.05226408,4.471714678,0.071079148,0.006271689,0.031358448,0.002090563,0.271773216,3.472425473,0.029267884,2.278713885,0.010452816,0.367939124,0.278044906,0.194422378,0.029267884,0.100347033,0.089894218,31.44834218,0.804866831,0.008362252,0,0.114980976,2.11146883,0.654346281,0.225780825,0.002090563,0.062716896,5.878663711,0.020905632,0.41184095,0
FJB04,C,2.447033897,0.52542373,1.430084746,0.957627119,1.190677966,0.012711864,1.313559322,0.141949152,0.061440678,0.02118644,0.427966102,0.076271186,0.345338983,0,0.006355932,0.129237289,0.15677966,1.10381356,0.506355933,1.019067797,0.286016949,0.059322034,19.25,0.21398305,0.027542373,0.105932203,0.019067797,0.165254237,3.413135593,1.050847457,2.847457627,0.012711864,0.449152542,0.625000001,0.631355932,0.065677966,0.112288136,0.127118644,29.16313559,0.28177966,0.03177966,0,0.27118644,2.635593222,0.031779661,0.502118644,0.180084745,0.254237288,5.154661016,0.103813559,0.966101695,0.01059322
FJH05,C,1.130515299,0.452206119,1.92295269,0.004306725,1.040074075,0.012920175,1.552574345,0.111974849,0.010766812,0.053834062,1.145588837,0.021533625,0.012920175,0.006460087,0,0.161502184,0.921639139,0.867805077,0.880725253,0.564180969,0.267016946,0.040913887,6.806778783,0.26055686,0.101208037,0.064600874,0.012920175,0.318697647,5.695643748,0.159348823,2.474213484,0.025840349,0.745063416,0.482353193,0.217489611,0.230409785,0.04306725,0.015073537,29.85421736,0.142121922,0.004306725,0,0.049527337,5.051788367,0.0172269,0.628781842,0.004306725,0.318697647,7.801632249,0.116281574,0.503886819,0
FJ080,C,0.673688599,0.394201689,0.817603504,0.150172073,1.7603504,0.07091459,1.443320472,0.039628741,0.018771509,0.160600689,0.164772135,0.087600376,0.114714777,0,0.004171446,0.03962874,0.077171759,0.350401501,0.415058921,33.85337366,0.06465742,0.008342893,3.55824382,0.027114401,0.085514652,0.027114402,0.016685786,0.083428929,1.950151215,2.171237875,2.4966107,0.1168005,0.757117531,0.271144018,0.17520075,0.050057358,0.346230055,0.062571697,30.00730003,0.838460735,0.020857231,0.014600063,0.047971633,1.422463237,0.060485973,1.007404316,0.033371572,0.64031703,3.161956406,0.108457608,1.047033058,0
FJA09,C,0.83848944,0.418177939,1.107318114,0.002133561,1.557499467,0.038404096,1.70258161,0.096010241,0.157883508,0.021335609,0.576061447,0.200554726,0.535523789,0,0.008534244,0.147215703,0.296564967,0.7040751,0.838489438,0.913164071,0.337102625,0.061873266,7.373586519,0.100277363,0.168551312,0.104544485,0.006400683,0.217623213,6.82099424,0.93236612,3.063793472,0.072541071,0.403243012,1.105184552,0.392575207,0.595263495,0.142948581,0.145082142,29.81651377,0.228291018,0.074674632,0.002133561,0.098143802,3.61851931,0.008534244,0.546191594,0.211222531,0.390441647,10.4587156,0.170684873,0.847023683,0.034136975
FJ073,C,0.893024418,0.162368076,6.19496659,0,1.001269802,0.049959408,0.997106518,0.014571494,0.002081642,0.014571494,0.287266596,0.077020754,0.235225546,0,0.002081642,0.081184038,2.525031745,0.380940486,12.65430171,3.349361977,0.116571952,0.043714482,5.695372511,0.21857241,0.01040821,0.058285976,0.004163284,0.308083016,2.45633756,0.828493516,1.078290556,0.012489852,0.193592706,0.03122463,0.143633298,0.002081642,0.126980162,0.03122463,29.7279294,0.328899436,0.027061346,0.07285747,0.016653136,2.017111098,0.014571494,0.368450634,0.024979704,6.44476363,10.87241616,0.027061346,0.774370824,0
FJ095,C,0.92390498,0.076285731,0.570023944,0,0.815833525,0.010595241,1.68040516,0.006357144,0,0.012714289,0.695047785,0.002119048,0.086880973,0,0.025428577,0.07840478,0.171642896,0.133500032,9.537835604,2.199571952,0.116547646,0.023309529,17.81695662,0.046619058,0.061452396,0.129261935,0,0.14621432,5.999025238,0.546714415,3.324786504,0.260642919,0.150452416,0.190714331,1.322286029,0,0.985357377,0.021190481,29.44205462,0.057214298,0.131380983,0,0.063571442,1.32016698,0.019071433,0.091119068,0.012714289,5.350596511,3.193405523,0.105952406,0.319976267,0
FJ058,C,0.782981542,0.385276634,0.256851088,0,0.364562836,0.00207138,0.604842886,0.047641734,0.006214139,0.006214139,0.194709696,0.182281418,0.169853139,0.00207138,0.031070696,0.07871243,5.416658035,0.223709013,5.451871492,2.728007126,0.184352798,0.014499658,34.11769579,0.107711747,0.062141393,0.012428279,0.004142759,0.115997266,0.950763303,0.524059076,0.880336391,0.033142076,0.207137974,0.188495556,0.08285519,0.031070696,0.157424861,0.190566937,29.18366923,0.246494189,0.020713798,0.072498291,0.08699795,0.884479151,0,0.186424177,0.006214139,0.234065911,3.191996189,0.037284835,0.64212772,0
FJA06,C,0.987718498,0.753785171,0.963891957,0,1.631035154,0.008664197,1.830311695,0.140793207,0.012996296,0.067147529,0.894578378,0.06498148,1.87796478,0.002166049,0.002166049,0.23393333,0.168951848,0.959559859,0.246929625,1.15233825,0.39422098,0.214438885,7.293088133,0.075811726,0.017328395,0.119132714,0.030324691,0.353066043,6.298871487,1.277969112,3.114778955,0.071479628,0.558840731,0.883748132,0.110468517,0.13212901,0.054151234,0.405051227,28.68932354,0.465700609,0.002166049,0.015162345,0.227435181,3.571815365,0.103970368,0.385556782,0.487361102,0.233933328,9.725561548,0.084475924,1.163168497,0.047653086
FJG08,C,0.510034831,0.259164041,1.581937303,0.066345994,0.991043292,0.018659811,3.860507547,0.016586499,0,0.570160889,3.132774921,0.006219937,0.041466247,0,0.004146625,0.466495274,2.554320784,1.185934649,0.060126057,0.25916404,0.157571736,0.085005805,6.524713884,0.244650854,0.006219937,0.064272682,0.004146625,0.232210981,12.44816719,0.576380827,2.166611379,0.033172997,0.240504231,0.752612374,2.643473213,0.039392934,0.236357605,0.041466247,28.94758667,1.387045945,0.045612871,0,0.11610549,1.038729475,0.004146625,0.095372367,0.010366562,0.501741583,5.106568253,0.051832808,0.574307513,0.002073312
FJH03,C,1.005486369,0.216951417,1.944218453,0,0.767674239,0.006258214,1.191146714,0.083442852,0.154369276,0.014602499,0.531948182,0.100131423,0.002086071,0.052151783,0.002086071,0.07927071,0.035463212,0.677973174,0.104303565,0.477710328,0.241984272,0.052151783,10.82879613,0.039635355,0.014602499,0.298308197,0.006258214,0.198176774,4.66236936,0.066754282,2.013058807,0.296222125,1.032605295,0.377578905,0.123078207,0.458935686,0.154369276,0.027118927,28.09729436,0.483968543,0.025032855,0.002086071,0.183574274,1.925443811,0.002086071,2.882950539,0.002086071,0.398439619,17.87971713,0.039635355,0.271189269,0.006258214
FJF06,C,1.992355165,1.447820794,1.217194474,0.365158342,0.106771446,0,2.545431251,0.064062867,0.008541716,0.209272032,0.181511457,0,0.017083431,0,0.004270858,0.004270858,0.096094301,0.79651498,0.061927439,3.388925666,0.085417156,0.01921886,9.884900384,0.967349292,0,0.025625147,0.017083431,0.03843772,7.567960025,0.05765658,5.195498516,0.027760576,1.099745884,1.501206518,0.219949177,0,0.034166862,0.053385723,26.64161097,0.040573149,0.006406287,0,1.776676847,2.244335775,2.146106046,0.518909223,0.038437721,0.01921886,6.132951804,0.360887484,2.146106046,1.672040829
FJ099,C,1.247939233,0.095995326,1.262547215,0.250422588,2.422838541,0.002086855,1.172812456,0.010434275,0.002086855,0,0.346417914,0,0.016694839,0.002086855,0.020868549,0.11060331,0.110603309,0.09390847,1.669483922,21.91823702,0.146079844,0.00417371,4.177883512,0.029215969,0.93699785,0.010434275,0.006260565,0.070953067,6.625764311,1.997120141,2.437446525,0.062605647,0.682401554,0.237901458,0.371460173,0.00417371,0.22120662,0.010434275,27.19589307,0.056345082,0.01252113,0,0.047997663,0.761702041,0.01252113,0.121037585,0.00417371,2.836035811,7.927961768,0.077213631,0.231640894,0
FJ019,C,0.85537041,0.177849293,2.341682369,0.002117253,1.293641886,0,0.82996337,0.004234506,0.012703521,0.012703521,0.645762317,0.031758802,0.25407042,0,0.012703521,0.059283097,0.078338379,0.827846117,0.029641548,0.688107387,0.230780631,0.004234507,14.30628188,0.38110563,0.093159154,0.713514429,0.004234507,0.192670068,9.269335817,0.116448942,1.340221463,0.158794012,0.580127457,0.285829221,0.351464079,0.143973238,0.086807393,0.086807393,27.23211449,0.724100695,0.143973237,0.076221125,0.247718658,1.825072514,0.326057039,0.224428871,0.004234507,0.639410556,11.5559696,0.129152463,1.431263365,0.025407042
FJE05,C,0.976578836,0.150564616,0.414052697,0.376411543,0.892931826,0.43496445,0.765370139,0.085738185,0.016729402,0,0.380593894,0.027185278,0.253032204,0,0.008364701,0.096194061,0.27185278,0.34295274,1.373902132,0.579255542,0.196570472,0.104558762,32.46967796,0.031367628,0.010455876,0.112923463,0.002091175,0.196570473,4.726056043,0.792555417,1.486825596,0.13174404,0.150564618,0.376411543,0.376411544,0.062735257,0.104558762,0.033458803,27.07444583,0.445420327,0.064826433,0,0.115014637,1.589293183,0.008364701,0.319949811,0.002091175,9.332915099,2.921371811,0.050188206,0.47469678,0.012547051
FJC02,C,1.190604113,0.401882616,0.591003848,0.111753455,0.85104554,0,1.010079302,0.137542713,0.032236573,0.021491049,0.247147063,0.19771765,0.455610238,0,0.038683888,0.133244504,0.410479035,0.694160883,1.194902323,0.532978015,0.178375706,0.118200769,20.11347274,0.150437343,0.025789259,0.202015861,0,0.240699748,7.240334402,0.878983903,2.355418968,0.223506909,0.489995916,0.537276223,0.909071371,0.489995917,0.11390256,0.034385678,26.79289076,0.171928392,0.152586449,0.027938364,0.085964194,2.129762954,0.051578518,0.369646043,0.00859642,0.633985945,7.58204208,0.159033762,0.554469064,0
FJ009,C,0.754381614,0.144675926,0.388558201,0,0.522900133,0,0.834986773,0.031001984,0.004133598,0.002066799,0.279017857,0.028935185,0.124007937,0,0.002066799,0.031001984,0.479497355,0.427827381,0.1963459,0.40922619,0.095072751,0.008267196,41.2119709,0.093005952,0.105406746,0.068204365,0.006200397,0.109540344,2.318948413,0.111607143,1.256613757,0.014467593,0.380291005,0.194279101,0.155009921,0.03926918,0.084738757,0.045469577,26.94279101,0.613839287,0.018601191,0.004133598,0.136408731,1.911789024,0.006200397,0.217013889,0.006200397,2.819113757,6.535218255,0.088872354,0.578703704,0.033068783
FJH09,C,0.398346966,0.132072256,0.217280164,0,0.485685071,0.004260395,1.035276073,0.029822767,0.008520791,0.00852079,0.351482618,0.008520791,0.112900477,0.004260395,0,0.225800955,0.034083162,0.500596455,0.042603954,1.31433197,0.56024199,0.029822768,19.90456714,0.034083162,0,0.025562372,0.004260395,0.213019768,7.323619632,0.451601908,2.681918881,0.021301977,0.240712337,0.221540558,0.115030674,0.021301977,0.021301977,0.038343558,27.24096796,0.215149966,0.004260395,0,0.063905931,1.250426039,0,0.23858214,0.017041582,0.219410361,2.562627811,0.034083163,0.172546012,0
FJD01,C,0.724637682,0.353892821,0.554010786,0.210650488,0.589821369,0.021065049,0.937394676,0.037917088,0.006319515,0.056875632,0.151668352,0.061088642,0.09900573,0,0.002106505,0.117964274,0.216970003,0.956353218,1.152258172,0.792045838,0.183265925,0.071621166,29.13506909,0.082153691,0,0.071621166,0.002106505,0.301230198,4.073980451,0.775193799,2.879592181,0.044236603,0.179052915,0.433940007,0.612992923,0.018958544,0.19379845,0.208543984,26.77157061,0.581395348,0.132709808,0.002106505,0.105325245,1.339737108,0.012639029,0.071621166,0.012639029,0.644590496,6.349005729,0.109538254,0.583501853,0.010532524
FJ082,C,0.829073684,0.257656983,0.521547604,0.072725762,0.434276691,0.062336367,1.502306447,0.027012426,0.004155758,0.278435772,0.153763039,0.035323942,0.027012426,0,0,0.03740182,0.286747289,0.268046378,8.265802269,0.324149109,0.064414246,0.014545152,3.731870509,0.280513652,0.031168184,0.029090305,0.002077879,0.251423347,0.772970952,5.441964843,3.320450484,0.112205461,0.174541828,0.259734863,0.097660309,0.033246062,0.054024851,0.043635457,26.35581599,0.182853344,0.014545152,6.736483398,0.029090305,3.551095042,0.022856668,0.278435773,0.068570004,16.94510244,1.481527658,0.442588206,0.515313968,0
FJC08,C,1.806505948,0.74323613,0.951679124,0.160016845,1.0106327,0.014738394,0.951679125,0.090535846,0.010527424,0.021054848,0.258974629,0.111590694,0.090535846,0.00421097,0.002105485,0.094746815,0.124223602,1.059058849,0.966417517,0.732708706,0.157911359,0.033687757,20.80429519,0.138961996,0.006316454,0.134751027,0.00421097,0.204232024,4.661543321,0.682177073,1.593851983,0.035793241,0.414780504,0.277923991,0.484261501,0.084219391,0.128434572,0.48847247,25.25529003,0.254763659,0.05263712,0.002105485,0.395831141,2.932940311,0.025265817,0.414780504,0.002105485,0.183177177,9.708390358,0.073691968,0.58532477,0.067375513
FJC07,C,0.533115906,0.692005353,1.283659474,0.156798796,1.06205051,0.029269109,1.007693595,0.041813012,0.004181301,0.296872386,0.267603278,0.075263422,0.167252049,0,0,0.073172772,0.056447566,0.733818364,0.625104532,10.22955344,0.152617495,0.06690082,17.35030942,0.175614652,0.014634554,0.085716675,0.004181301,0.144254892,4.513714668,0.677370797,1.601438367,0.039722361,0.397223615,0.328232147,0.6857334,0.10244188,0.100351229,0.133801639,26.3631042,0.324050844,0.048084965,0.006271952,0.183977254,2.073925406,0.010453253,0.380498409,0.014634554,0.466215086,9.786335508,0.03554106,0.451580532,0.029269109
FJG02,C,0.735218404,0.378936096,1.981176761,0.084436848,1.13474885,0.006178306,2.049138126,0.022653789,0,0.024713224,2.300389233,0.024713224,0.659019297,0.002059435,0,0.626068332,0.063842494,0.875260005,0.057664188,0.308915295,0.133863295,0.043248141,6.16800873,0.259488849,0.008237741,0.142101036,0.012356612,0.832011863,6.520172169,0.395411579,1.600181232,0.008237741,0.290380378,0.352163436,3.241551167,0.016475482,0.411887061,0.098852894,25.88710176,0.916448709,0.008237741,0,2.428074221,0.992647816,0.002059435,0.214181272,0.008237742,0.179170871,9.813209218,0.024713224,1.326276334,0.002059435
FJA05,C,0.981157553,0.312282404,0.968497457,0.426223282,1.160508935,0.023210179,0.647774987,0.054860422,0.012660097,0.006330049,0.331272551,0.046420357,0.075960585,0.025320195,0.002110016,0.031650243,0.185681429,0.284852193,1.700673094,0.976937522,0.08440065,0.061190471,44.5593231,0.05064039,0.082290633,0.082290634,0.021100162,0.156141202,2.98567299,0.930517165,1.251239634,0.014770113,0.164581267,0.320722469,0.36503281,0.025320195,0.097060747,0.03376026,25.45312598,0.630894859,0.025320194,0,0.185681429,1.346190363,0.004220032,0.373472875,0.027430211,0.907306986,2.840081868,0.094950731,0.694195345,0.006330049
FJF05,C,1.746044929,0.22007225,1.11904663,0.340489142,1.116970476,0.02491384,0.844994395,0.047751526,0.016609226,0.045675373,0.421459121,0.002076153,0.101731511,0,0.01245692,0.072665366,0.178549183,0.357098369,1.098285097,0.350869908,0.118340738,0.060208446,34.33542333,0.058132293,0,0.060208445,0.002076153,0.116264585,2.713532367,0.392392975,2.042934848,0.026989993,0.147406884,0.234605322,0.608312917,0.026989994,0.097579205,0.284433002,24.66885355,0.529419092,0.004152307,0.010380766,0.03737076,1.874766434,0.060208446,0.375783748,0.014533073,5.784163103,7.62986339,0.041523066,0.321803762,0.02491384
FJD04,C,1.770322798,0.352797025,1.271759337,1.525266182,0.703481494,0.118303194,0.956988338,0.057039041,0.025350684,0.010562785,0.190130134,0.05703904,0.101402738,0.002112557,0,0.090839952,0.088727395,0.940087883,0.31265844,2.824488761,0.295757985,0.042251141,30.222241,0.11407808,0.010562785,0.076052053,0.019013013,0.177454791,3.684299475,0.82812236,1.709058642,0.023238127,0.308433328,0.361247253,1.014027379,0.09929018,0.086614839,0.084502281,24.15286462,0.139428764,0.057039039,0,0.173229676,1.795673483,0.031688355,0.283082643,0.050701369,0.213368262,5.192665203,0.071826939,0.553489944,0.006337671
FJ018,C,7.285959606,0.306648132,0.396598249,0.106304686,0.633739474,0.002044321,1.269523266,0.004088642,0,0.016354567,0.171722954,0.11857061,0.034753455,0,0.008177284,0.028620493,0.108349008,0.216698014,0.063373947,20.23468804,0.09199444,0.014310246,4.515904821,0.026576171,0.012265926,0.018398888,0,0.110393327,1.157085616,0.343445908,2.160847168,0.004088642,0.063373948,0.222830976,0.108349007,0.014310246,0.053152343,0.067462589,18.38253333,0.087905799,0.010221605,6.97317851,3.418104506,4.070242867,0.014310246,0.196254805,0.016354567,12.68705536,1.359473384,0.971052416,0.668492926,0
FJ027,C,0.621311612,0.116366055,1.294572354,0.11844402,0.401047293,0,0.419748983,0.010389827,0.008311861,0.016623723,0.139223672,1.967833098,0.031169479,0,0.004155931,0.014545758,0.081040645,0.247277865,2.815642923,0.160003325,0.108054194,0.037403375,46.03524229,0.054027097,0.006233896,0.006233896,0.004155931,0.097664367,1.28418253,0.178705013,0.436372704,0.031169479,0.176627048,0.07480675,0.051949132,0.064416923,0.049871166,0.043637271,25.00831187,0.128833847,0.00415593,0,0.081040646,0.937162333,0.03948134,0.176627046,0.022857618,0.12675588,9.810073975,0.014545757,0.228576178,0.018701687
FJC06,C,0.668132431,0.902939356,1.065169595,0.136614937,1.116400197,0.027749909,1.586014044,0.091788162,0.006403825,0.038422951,0.597690354,0.102461203,0.866651013,0,0.002134608,0.185710932,0.106730421,0.862381796,0.887997096,2.021474161,0.350075778,0.204922407,13.72126283,0.061903644,0.008538433,0.091788161,0.006403825,0.232672316,7.357995177,0.973381434,2.266954127,0.059769036,0.326595086,0.478152282,0.57847888,0.072576686,0.066172861,0.298845177,24.93009157,0.397037164,0.057634427,0.027749909,0.179307107,2.51670331,0.081115119,0.194249363,0.185710931,0.170768672,11.34544368,0.072576686,0.924285439,0.023480692
FJC09,C,0.612033851,0.479074774,0.863178777,0.13506954,0.937044933,0.023215077,1.399236013,0.037988308,0.008441846,0.014773231,0.358778465,1.587067092,0.187831078,0.004220923,0,0.109744001,0.211046156,0.681679084,1.270497858,1.806555094,0.36510985,0.042209231,13.34022751,0.071755693,0.052761539,0.088639385,0.002110462,0.111854463,8.184369922,0.645801237,2.304624022,0.080197539,0.278580926,0.662684929,1.040457548,0.105523078,0.147732309,0.149842771,24.89289408,0.164616001,0.177278771,0.008441846,0.056982462,2.646518794,0.004220923,0.322900619,0.010552308,0.265918156,11.60120719,0.059092924,0.415760927,0.012662769
FJ041,C,0.551670394,0.221488485,0.44092615,0.002050819,0.740345769,0.034863928,0.719837578,0.006152458,0.004101639,0.041016386,0.241996678,0.6480589,0.186624557,0.010254097,0.02871147,0.034863929,0.022559013,0.362995016,0.428621234,0.162014725,0.098439327,0.077931133,49.15403704,0.057422941,0.012304916,0.010254097,0.004101639,0.192777014,1.62014725,0.239945859,0.900309674,0.030762289,0.118947521,0.047168844,0.182522918,0.178421279,0.178421279,0.028711471,24.9359119,0.348639282,0.026660652,0.002050819,0.100490147,0.781362153,0.002050819,0.098439327,0.041016386,4.19802711,3.463833802,0.02871147,0.551670393,0.004101639
FJB05,C,0.932146456,0.373698355,1.364628821,0.243533758,2.699865637,0.035690292,1.48429627,0.125965738,0.149059456,0.010497145,0.762092711,0.03988915,0.415686933,0,0.010497145,0.098673161,0.272925766,0.730601276,1.009825327,0.226738327,0.125965737,0.041988579,20.99638898,0.151158885,0.014696003,0.128065167,0.006298287,0.38209607,5.496305005,1.261756802,2.720859927,0.023093719,0.30021834,0.955240174,0.518558953,0.073480014,0.111269735,0.132264025,24.42055761,0.461874369,0.006298287,0.006298287,0.069281156,3.371682902,0.025193148,0.451377226,0.159556601,0.676016124,7.633523682,0.052485724,0.957339604,0.033590863
FJ069,C,0.647088104,0.14716385,0.597312096,0,0.248880041,0.095223667,0.605968792,0.032462614,0.004328349,0.144999675,0.506416777,0.060596879,0.032462614,0.002164174,0.002164174,0.062761053,0.268357608,0.13201463,0.567013655,0.283506828,0.075746099,0.025970091,40.36834246,0.03029844,0.004328349,0.339775359,0,0.246715865,2.744172961,1.482459368,1.058281213,0.054104356,0.251044213,0.121193759,0.216417426,0.010820871,0.261865085,0.021641743,24.60882551,0.231566645,0.012985047,0,1.235743502,0.612461315,0.729326725,0.049776009,0,0.510745125,13.06079166,0.03029844,0.214253252,0.062761054
FJC04,C,1.783721175,0.379067075,1.303569548,1.122459725,0.983468464,0.004211856,1.67421291,0.155838686,0.012635569,0.014741497,0.286406234,0.067389702,0.172686111,0,0.040012636,0.136885332,0.237969884,1.046646309,0.372749289,1.090870801,0.339054438,0.042118564,25.37011688,0.077919343,0.037906707,0.204275034,0.018953354,0.216910604,4.921554176,0.819206065,3.900179003,0.050542277,0.570706539,0.41907971,1.080341162,0.086343056,0.134779404,0.031588923,23.19890491,0.098978624,0.132673475,0.016847426,0.284300306,2.396546277,0.035800779,0.480151628,0.067389702,0.939243971,3.90439086,0.170580183,0.787617143,0
FJF07,C,0.926502859,0.322379649,0.438869775,0.249234686,0.102944762,0,0.530978246,0.008127218,0.008127218,0.010836291,0.40365183,0.035217945,0.097526617,0.002709073,0,0.010836291,4.610841709,0.176089725,0.008127219,0.40365183,0.130035489,0.100235689,7.777747679,0.162544361,0,0.314252431,0.035217945,0.15170807,0.864194185,0.021672582,2.126622057,3.01790697,0.083981255,0.297997995,0.77750386,0,0.07043589,0.037927018,23.79920353,0.186926015,0.327797794,0,0.051472381,0.625795791,1.517080703,0.086690326,0.018963509,27.35892504,2.064313385,0.073144962,3.250887221,0.037927018
FJB08,C,1.561183212,0.703691218,0.960728131,0.101129277,1.283077701,0.023175459,1.479015675,0.117984157,0.0105343,0.0105343,0.375021069,0.105342997,0.195937974,0,0.037923479,0.168548795,0.396089668,1.306253159,1.057643687,0.257036912,0.168548795,0.023175459,17.2277937,0.233861453,0.016854879,0.225434013,0.00632058,0.368700489,6.168885893,0.688943198,2.568262262,0.040030339,0.608882521,0.469829765,0.450868027,0.280212371,0.153800775,0.35605933,22.77726277,0.204365414,0.048457778,0.00421372,0.431906287,3.705966627,0.052671499,0.587813922,0.00421372,0.707904938,7.671077026,0.094808697,0.741614698,0.031602899
FJ048,C,0.732885685,0.243612841,0.151490337,0.010235834,0.294792009,0.004094333,0.558876514,0.022518834,0.0061415,0,0.13101867,0.167867671,0.038896168,0,0.002047167,0.11259417,4.135276778,0.12487717,2.739109073,0.176056338,0.126924337,0.0184245,51.49852604,0.233377006,0.032754667,0.028660334,0,0.071650835,0.999017361,0.483131346,0.64895185,0.951932525,0.118735671,0.133065836,0.083933836,0.016377334,0.161726171,0.096216836,23.40730429,0.305027841,0.036849001,0.026613167,0.010235834,0.517933181,0.002047167,0.163773338,0.004094334,1.183262366,1.690959712,0.012283,0.513838846,0
FJE03,C,0.688865853,0.256975037,0.382223374,0.090697073,0.814114191,0.185713052,0.742852207,0.170596873,0.01079727,0.004318908,0.298004664,0.228902134,0.276410123,0.060464715,0.008637816,0.118769975,0.455644813,0.680228039,0.492355533,1.220091561,0.360628833,0.157640149,35.26604475,0.226742679,0.123088883,0.082059255,0.023753995,0.157640149,5.666407533,0.492355533,1.215772652,0.643517319,0.410296277,0.768765656,0.351991016,0.138205061,0.101494342,0.041029628,23.43871469,0.17923469,0.090697071,0.002159454,0.624082231,1.207134835,0.028072903,0.198669776,0.004318908,0.70182258,3.459445452,0.101494342,0.572255334,0.110132159
FJ081,C,0.739798118,0.101371754,0.810974031,0.498231386,0.5694073,0.390389095,0.735484427,0.030195841,0.008627383,0.219998274,0.2070572,0.064705375,0.006470538,0,0,0.038823225,0.828228799,0.338624795,0.668622207,0.521956691,0.086273833,0.015097921,43.08730911,0.094901216,0.023725304,1.041756535,0.015097921,0.099214909,1.442929859,0.513329307,2.825468035,1.736260892,0.17039082,0.109999136,0.094901216,0.012941075,0.045293762,0.038823225,23.2162885,0.530584074,0.638426365,0.060391683,0.021568459,1.393322406,0.780778189,0.312742644,0.030195842,3.375463721,4.300750582,0.0517643,0.761366578,0
FJB07,C,0.591216215,0.810810811,1.541385135,0.097128378,1.701858107,0.016891892,1.535050677,0.092905405,0.038006757,0.082347973,0.377956081,0.004222973,0.261824324,0.002111486,0.046452703,0.097128378,0.261824325,0.899493243,0.698902027,0.749577703,0.101351351,0.069679054,15.35472973,0.403293919,0.080236486,0.084459459,0.002111486,0.329391892,6.655405406,0.768581082,2.700591216,0.042229729,0.741131757,0.439189188,0.576435811,0.168918919,0.160472973,0.038006756,23.25591215,0.287162162,0.042229729,0.054898649,0.200591216,2.911739864,0.033783784,0.627111484,0.014780405,1.885557432,8.954814189,0.040118243,0.764358107,0.016891892
FJ043,C,1.128578864,0.576782925,0.495575222,0.079125456,1.053617904,0.022904737,0.533055701,0.008328995,0.004164498,0.014575742,0.129099427,0.024986986,0.127017179,0.002082249,0.002082249,0.035398231,0.074960957,0.385216034,0.07079646,0.387298282,0.052056221,0.085372202,48.88912024,0.476834982,0.168662156,0.027069235,0.002082249,0.30192608,2.200937012,2.71733472,0.591358667,0.041644977,0.085372202,0.197813639,0.24778761,0.014575742,0.0895367,0.022904737,22.65486725,0.443519001,0.012493493,0,0.237376366,1.532535137,0.004164498,0.204060386,0.012493492,3.683498177,2.446642372,0.068714211,1.091098386,0.004164498
FJ076,C,0.804995954,0.311209775,4.020830307,0.033195709,0.695035168,0.109960788,1.134878318,0.018672587,0.004149464,0.356853877,0.246893089,0.38382539,0.234444698,0,0,0.163903816,0.068466151,0.757277122,0.402497977,0.363078072,0.126558643,0.064316687,11.26579389,0.734455071,0.630718479,0.286312994,0.008298927,0.334031827,2.941969752,9.788584826,0.829892736,0.091288201,0.248967822,0.547729205,0.195024793,0.085064005,0.112035519,0.026971514,22.73076205,0.560177597,0.018672587,0.014523123,0.085064006,0.715782486,0.782173904,3.390111829,0.037345173,0.618270088,14.85093052,0.060167223,1.595468786,0
