Sample,label,Parabacteroides,Eubacterium,Gemmiger,Alloprevotella,Ruminococcus,Megasphaera,Blautia,Odoribacter,Butyricimonas,Bifidobacterium,Fusicatenibacter,Dialister,Clostridium_XVIII,Pyramidobacter,Turicibacter,Anaerostipes,Sutterella,Coprococcus,Megamonas,Escherichia/Shigella,Flavonifractor,Intestinibacter,Prevotella,Collinsella,Barnesiella,Haemophilus,Anaerotruncus,Dorea,Roseburia,Phascolarctobacterium,Lachnospiracea_incertae_sedis,Streptococcus,Oscillibacter,Clostridium_XlVb,Clostridium_sensu_stricto,Desulfovibrio,Romboutsia,Clostridium_IV,Bacteroides,Paraprevotella,Veillonella,Akkermansia,Parasutterella,Clostridium_XlVa,Holdemanella,Alistipes,Eisenbergiella,Fusobacterium,Faecalibacterium,Bilophila,Ruminococcus2,Catenibacterium
JZ030,B,1.815000633,0.984442852,1.562038871,0.124372866,0.174965217,0.067456469,0.628188371,0.09064463,0.174965218,0.033728235,0.227665585,0.002108015,0.099076689,0,0.002108015,0.063240441,0.132804924,0.09486066,0.790505501,0.111724778,0.202369408,0.016864117,4.506935372,0.229773599,0.03162022,0.052700367,0.002108015,0.115940807,1.602091151,6.54749357,1.323833212,0.021080147,0.381550656,0.179181246,0.293014039,0.008432059,0.084320587,0.050592352,50.74623719,0.491167418,0.050592352,0,0.794721531,0.583920063,0,0.71250896,0.008432059,3.100889582,9.144567646,0.261393819,0.449007125,0
JZ090,B,2.025827105,0.197320823,0.984411656,0,2.074061083,0.026309443,0.561268115,0.149086843,0.043849071,0.199513275,1.580759027,0.175396286,0.087698143,0.004384907,0.035079257,0.059196246,0.85286444,0.166626471,0.109622678,1.142268312,0.177588739,0.013154721,6.632172069,0.026309443,0.188551007,1.052377715,0.019732082,0.127162307,4.284054285,2.795378308,0.817785182,0.063581153,0.274056695,0.173203833,0.129354761,0.043849072,0.035079257,0.054811339,50.30146237,0.195128367,0.241169893,0.010962268,0.171011378,1.115958871,0,0.225822717,0.03069435,0.486724693,8.684308609,0.098660411,0.309135954,0.006577361
JZ068,B,1.761323561,0.337729517,0.598508005,0.207340273,0.89348695,0.002137529,0.517281918,0.171002287,0.104738901,0.008550114,0.532244619,1.154265439,0.076951029,0.002137529,0,0.104738901,0.053438215,0.359104803,0.218027916,1.680097471,0.1047389,0.004275057,3.302481674,0.057713273,0.047025629,0.023512814,0.010687643,0.16672723,6.8037535,0.342004574,0.797298165,0.023512814,0.286428832,0.177414872,0.087638673,0.175277344,0.053438215,0.051300686,50.38582392,1.158540495,0.038475515,0.15176453,2.428232477,1.455656969,0.002137529,1.583908685,0.008550114,0.521556977,8.941282089,0.299254003,0.743859949,0.002137529
JZ078,B,1.056143483,0.17425305,0.716137533,0,1.158145269,0.002125037,0.854264951,0.099876748,0.025500446,0.129627269,0.852139912,0.140252455,0.036125633,0,0.029750521,0.233754091,0.051000893,0.316630541,0.165752901,5.69084959,0.089251562,0.019125335,0.724637682,0.21250372,0.021250372,0.034000595,0.006375112,0.065876153,3.54456203,0.501508777,1.143270009,0.014875261,0.274129798,0.140252455,0.142377492,0.089251562,0.070126227,0.042500743,50.81388925,0.46113307,0.095626673,0.163627864,0.756513239,1.474775809,0.006375112,0.54400952,0,0.705512347,7.240001699,0.08287645,0.512133962,0
JZ070,B,0.542668654,0.576718451,0.902319642,0.319216854,1.059799957,0.002128112,0.883166631,0.03617791,0,0.195786338,0.463928495,0.025537348,0.151095978,0,0.025537348,0.104277505,0.136199191,0.285167056,0.342626091,1.400297936,0.100021281,0.025537348,8.408171951,0.102149394,0.025537348,0.065971483,0,0.323473079,5.109597787,0.615024474,1.630134071,0.012768674,0.206426899,0.125558629,0.521387528,0.048946584,0.078740157,0.082996383,50.84698872,0.440519258,0.042562247,0.561821664,0.259629708,1.385401148,0.006384337,0.236220473,0.004256225,0.6022558,7.037667588,0.068099596,0.527771867,0
JZ019,B,2.075748066,0.108809375,2.831136221,0.322243147,1.399874451,0.027202344,2.868801005,0.043942247,0.012554928,0.004184976,0.472902281,0.167399037,0.023017368,0.01046244,0.002092488,0.079514543,0.138104206,0.075329567,0.552416823,0.602636535,0.274115924,0.016739904,5.160075334,0.098346935,0.516844528,0.029294832,0.006277464,0.117179326,2.994350284,2.393806236,2.370788868,0.039757271,0.211341285,0.28876334,0.228081188,0.033479808,0.357815443,0.03138732,49.14626492,0.035572296,0.02092488,0.006277464,1.129943502,1.630048127,0,0.169491526,0.008369952,8.030968823,3.383553045,0.096254447,0.385017785,0.002092488
JZ022,B,1.292101892,0.23887598,0.868639927,0,0.384373167,0.019544398,0.96419032,0.060804795,0.021715998,0.820864731,2.108623423,0.527698756,0.147668788,0.0043432,0.006514799,0.056461595,0.158526786,0.312710374,0.295337576,0.488609959,0.234532781,0.010857999,0.73400074,3.352950119,0.35179917,0.030402398,0.006514799,0.264935177,3.092358139,0.853438728,3.683033291,0.0065148,0.217159983,0.306195573,0.032573998,0.093378792,0.069491194,0.332254773,48.73287151,0.312710374,0.021715998,0.149840387,0.393059567,2.803535363,0.010857999,0.881669526,0.015201198,2.230233013,7.081587005,0.347455971,2.021759431,0
JZ072,B,1.363568037,0.644205372,0.551869269,0,1.372157445,0.012884107,0.837466985,0.025768215,0.143872533,0.021473512,0.491743434,0.586226889,0.060125834,0.004294702,0.025768215,0.158903992,0.111662264,0.315660632,0.884708712,1.350683931,0.221177178,0.023620864,5.280336702,0.027915566,0,0.047241728,0.006442054,0.13743048,4.651162791,0.339281498,1.438725334,0.019326161,0.420880844,0.143872533,0.223324529,0.113809616,0.083746698,0.045094376,48.64394769,0.107367562,0.038652322,0.221177178,1.550387597,0.856793144,0.019326161,0.76016234,0.004294702,1.07152827,5.643239066,0.268418905,0.554016621,0.057978484
JZ091,B,2.90018361,0.237856785,0.267067268,0,0.419379069,0.039642798,0.381822733,0.073026206,0.002086463,0.029210482,0.200300451,0.298364213,0.06885328,0.004172926,0.010432315,0.091804374,0.118928392,0.098063762,0.995242864,0.319228843,0.239943248,0.012518778,4.43164747,0.016691704,0.125187781,0.039642797,0.012518778,0.118928393,2.59764647,1.748456017,0.671841094,0.025037556,0.212819229,0.273326656,0.100150225,0.025037556,0.022951093,0.06259389,46.83274912,0.237856785,0.135620096,0.563345017,0.438157236,1.137122348,0,0.36513103,0.004172926,22.29594392,2.858454349,0.121014856,0.17943582,0.008345852
JZ020,B,1.665898329,0.203260551,0.381375466,0.073341436,0.081723314,0.018859226,0.471480659,0.048195801,0.018859226,0.006286409,0.140396463,0.125728176,0.031432044,0.008381878,0,0.025145636,0.142491932,0.035622982,19.74980093,0.165542098,0.157160219,0.008381878,3.074053898,0.060768618,0.048195801,0.138300993,0.00209547,0.083818783,0.838187838,1.44587402,0.509199113,0.014668288,0.098487071,0.067055028,0.155064751,0.018859226,0.167637568,0.031432044,47.80394786,0.272411047,0.027241105,0.00209547,0.370898119,0.471480658,0.00209547,0.293365743,0.006286409,14.7688697,1.152508279,0.058673149,0.224215247,0
JZA03,B,0.81447584,0.205718124,0.266593895,0.050379949,0.373651286,0.039884126,1.223812924,0.04618162,0.002099165,0.044082455,0.377849616,0.037784962,0.207817289,0.008396658,0,0.06927243,0.010495823,0.319073008,0.253998908,0.493303665,1.582770058,0.060875771,6.297493601,0.012594987,0.029388303,0.075569924,0.039884126,0.149040682,1.757000714,0.717914271,5.83987573,0.035685797,0.205718124,2.510600782,0.086065747,0.033586633,0.24560225,0.02309081,47.88194299,0.130148201,0,0,0.052479114,4.026197575,0.00419833,0.20781729,0.002099165,5.415844495,2.365758428,0.130148201,0.663335992,0.002099165
JZF03,B,3.422280971,0.150770375,0.382089306,0,1.761741501,0,3.577182042,0.010326738,0.012392086,5.646660332,0.390350696,1.090503531,0.041306952,0.002065348,0.002065348,0.092940642,2.106654551,0.31806353,0.090875295,0.264364493,0.466768557,0.09500599,2.323516051,0.010326738,0.022718824,0.028914867,0.006196043,0.140443636,6.297244827,0.064025776,2.505266636,0.006196043,0.134247593,0.272625885,0.303606097,0.03511091,0.452311124,0.165227809,45.14643314,0.220992194,0.008261391,0.035110909,0.057829734,1.049196583,0,0.161097114,0.024784171,0.039241605,3.395431452,0.037176257,0.239580321,0
JZ008,B,3.186386229,0.180156715,1.651798311,0,0.401554123,0.01519394,0.55349352,0.201862343,0.065116885,0.353801741,0.586051963,0.64465716,0.060775759,0.006511688,0,0.062946322,0.173645026,0.236591348,0.03038788,1.519393979,0.679386165,0.004341126,7.640381152,0.147598272,0.045581819,0.017364503,0.054264071,0.09984589,1.573658049,1.152568861,1.130863232,0.013023377,0.646827722,0.308219922,0.030387879,0.125892643,0.028217317,0.112869267,45.10429555,0.034729005,0,0.842178377,0.40806581,1.465129908,0.021705628,2.485294437,0.010852814,0.28434373,10.31017343,0.497058887,0.455818193,0
JZK01,B,1.769410126,1.852215031,0.919570287,0.141639973,12.6146739,0.481575908,0.941361054,0.183042427,0.00653723,0.084983984,0.252772875,0.228803034,0.008716306,0.374801159,0.002179077,0.259310105,0,0.614499575,0.47503868,0.363905777,0.503366673,0.032686148,3.846070042,0.381338389,0.008716307,0.010895383,0.021790765,0.302891634,1.200671156,1.431653266,1.157089627,0.00653723,0.621036806,0.241877492,0.087163061,0.771393084,0.108953825,0.054476913,46.46444837,0.163430738,0.004358154,0,0.311607941,0.825869997,0.002179077,2.900350832,0.023969842,0.063193219,3.390643046,0.145998126,0.91739121,0.002179077
JZ092,B,3.899590864,0.596658712,0.892857144,0,0.562563929,0.125724514,0.581742245,0.161950222,0.023440164,0.025571088,0.245056256,0.176866689,0.019178316,0,0.004261848,0.034094784,1.365922264,0.055404024,0.68189567,0.54764746,0.223747017,0.017047392,9.408029322,0.023440164,0.051142175,0.027702012,0.034094783,0.10228435,2.009461303,3.547988408,1.689822707,0.014916468,0.345209684,0.140640983,0.140640982,0.017047392,0.038356631,0.121462667,43.76491647,0.089498807,0.061796795,0,0.100153427,1.519348791,0.017047392,0.916297307,0.027702012,1.029236277,17.59290829,0.093760655,0.468803273,0.004261848
JZ012,B,1.445294341,0.166927269,0.363436589,0,0.105650172,0.399357647,1.096648775,0.031695052,0,0.004226006,0.445843722,19.1966361,0.029582048,0.266238431,0.019017031,0.016904027,0.071842116,0.137345222,0.342306554,0.097198157,0.386679625,0.008452014,11.37429742,0.052825085,0.025356041,0.783924269,0.002113003,0.099311161,2.710983393,0.283142459,2.839876599,0.076068123,0.042260067,0.16058826,0.137345222,0.019017031,0.268351435,0.014791024,45.90077335,0.097198157,0.038034062,0.002113003,0.22186536,1.094535773,0,0.048599078,0.004226006,0.828297341,1.138908846,0.029582048,0.384566623,0
JZH09,B,0.522787638,0.107508748,0.276149922,0.012648088,0.986550865,0.06324044,1.61052321,0.09486066,0.004216029,0.021080147,0.255069775,0.00421603,0.096968675,0.006324044,0.002108015,0.333066318,0.082212572,0.89801425,0.092752645,2.489565327,0.096968675,0.012648088,1.878241073,0.018972132,0.006324044,0.042160294,0.012648088,0.600784182,8.83468949,1.650575487,1.599983134,0.018972132,0.09064463,0.145453012,0.398414772,0.155993086,0.080104558,0.082212572,46.78316961,0.014756103,0.016864118,0.004216029,0.010540073,3.644757366,0.006324044,2.122770773,0.010540073,1.80024453,11.38327923,0.006324044,2.565453856,0.002108015
JZ079,B,0.506632469,0.159767915,1.009060523,0,0.756795391,0.042044188,0.895541213,0.010511047,0.002102209,0.14295024,1.179339486,0.052555235,0.168176754,0,0.03783977,0.157665707,0.056759655,0.25646955,4.210725474,1.486262061,0.069372911,0.044146398,4.34736908,0.077781749,0,0.096701633,0.002102209,0.140848032,2.011814417,0.960709705,2.089596164,0.010511047,0.079883957,0.10721268,0.62225399,0.037839769,0.103008262,0.042044188,46.56814312,0.664298178,0.029430932,0.048350817,0.851394815,0.691626901,0.357375602,0.092497215,0.002102209,0.079883959,12.6048477,0.081986167,1.856250919,0
JZ018,B,1.76485419,0.4727288,0.300445416,0.004202034,0.15547525,0.186990503,0.983275907,0.157576267,0.002101017,0.014707118,0.386587108,0.313051517,0.035717287,0.010505084,0.008404068,0.012606102,4.802924616,0.08193966,5.031935457,0.596688797,0.720648794,0.008404068,13.65240776,0.147071183,0.031515254,0.073535592,0.002101017,0.079838642,4.03605345,0.22270779,1.224892849,0.063030507,0.115555929,0.100848811,0.672325406,0.031515253,0.315152534,0.016808135,45.04160014,0.115555929,0.140768132,2.283805362,0.428607446,1.817379614,0.008404068,0.039919322,0.008404068,1.000084042,5.290360534,0.21640474,0.300445415,0
JZ021,B,2.929560983,0.102388365,0.378210084,0,0.206866287,0.012537351,0.804480012,0.056418079,0.004179117,0.002089558,0.158806444,0.259105251,0.016716468,0.004179117,0.004179117,0.014626908,0.131642184,0.152537768,0.131642184,2.973441712,0.211045406,0.014626909,23.64544371,0.094030131,0.079403221,0.029253819,0,0.058507638,0.948659548,2.083289801,4.105982407,0.018806026,0.056418078,0.140000418,0.252836574,0.016716468,0.894331028,0.029253818,41.67415425,0.223582756,0.03970161,0.035522494,0.142089976,1.021794094,0,0.083582338,0.002089558,8.264203773,1.05522703,0.121194392,0.231940991,0.020895585
JZB09,B,0.542057676,0.164974075,0.252817415,0,0.574195484,0.00214252,4.454300039,0.032137807,0.012855123,0.004285041,0.304237905,0.006427561,0.227107169,0,0.00214252,3.040236535,0.021425204,0.647041179,0.250674893,1.358357972,0.299952864,0.014997643,1.891845564,0.014997643,0.00214252,0.04713545,0.008570082,0.839868021,3.537301281,0.062133094,5.060633329,0.119981146,0.205681965,0.214252046,0.038565368,0.014997643,0.224964648,0.057848053,44.02665295,0.194969362,0.212109525,0,0.040707888,0.899858592,0,0.289240263,0.012855123,1.214809101,2.943823113,0.021425205,0.254959935,0
JZA06,B,3.017855646,0.247296504,3.160365496,0.201190377,0.155084249,0.046106128,0.976611618,0.104786654,0,0.046106128,0.593092464,0.006287199,0.006287199,0,0.002095733,0.121552519,0.033531729,0.517646072,0.232626372,9.365831168,0.352083159,0.010478665,6.276720596,0.020957331,0.018861598,0.016765865,0.008382932,0.178137312,0.781708441,2.441529047,0.880207896,0.002095733,0.687400452,0.337413026,0.020957331,0.033531729,0.096403722,0.02724453,41.31737782,0.134126917,0.010478665,0.018861598,0.62452846,0.888590827,0.444295415,1.659820605,0.016765865,0.781708441,12.16153911,0.075446391,4.248050968,0.002095733
JZ069,B,0.710718799,0.290089306,0.611259609,0.178197717,0.420629491,0.041441329,0.513872484,0.016576531,0.03522513,0.014504465,1.570626386,0.051801661,0.327386502,0.002072066,0.002072066,0.10567539,0.06423406,0.319098236,5.868092248,1.657653178,0.041441329,0.020720665,12.81365906,0.354323367,0,0.080810592,0.002072066,0.221711112,1.454590662,0.81017799,1.765400633,0.02900893,0.062161993,0.190630116,0.459998756,0.068378193,0.043513396,0.06423406,43.40772051,3.508008537,0.024864796,0.02900893,1.70945484,0.706574666,0.281801041,0.321170302,0,0.14090052,6.696918837,0.339818901,1.423509667,0.010360332
JZ058,B,2.000696298,0.259951259,1.251015434,0,1.346176163,0.00696298,0.777532784,0.227457352,0.317976094,0.016246954,0.835557619,0.204247418,0.085876756,0.002320993,0.002320993,0.134617617,0.162469537,0.594174306,0.139259603,1.434373912,0.148543577,0.00696298,3.444354182,0.153185563,0.085876755,0.011604967,0.01392596,0.16479053,3.24939074,2.309388418,1.689683185,0.02088894,0.888940467,0.220494371,0.013925961,0.501334571,0.276198213,0.053382848,41.97284437,1.102471857,0.0348149,0.099802716,1.313682255,1.998375304,0.076592782,1.237089475,0.013925961,0.14390159,9.297899501,0.155506557,1.719856098,0.00696298
JZ023,B,2.979910246,0.31036363,0.329237092,0.144696557,0.283101959,0.035649876,0.612339052,0.102755526,0.023067567,0.029358722,0.245355031,0.249549134,0.02726167,0.002097052,0.012582309,0.056620392,0.016776414,0.182443485,8.547582101,0.192928742,0.327140041,0.025164619,13.78182276,0.419410309,0.033552825,0.052426289,0.010485258,0.069202701,1.597953278,2.367571196,2.063498722,0.09436732,0.446671979,0.213899258,0.455060185,0.004194103,0.182443484,0.046135134,40.99316361,0.138405403,0.029358722,0.002097052,1.182737072,1.799270225,0.002097052,0.754938557,0.025164619,1.532944679,5.355869647,0.270519649,0.721385733,0.004194103
JZ095,B,2.146728694,0.539883061,0.712730998,0,5.529000043,0.044812428,0.787418378,0.281678119,0.010669626,0.034142803,1.002944817,1.348640689,0.098160557,0,0.049080278,0.042678502,0.23259784,0.183517562,0.119499808,0.638043617,0.14510691,0.014937476,1.722077589,0.055482053,0.136571209,0.053348129,0.104562332,0.202722889,9.959028637,0.548418761,1.540693953,0.096026632,0.288079894,0.413981478,0.524945584,0.049080279,0.07041953,0.113098032,41.53045111,0.029874952,0.185651488,0.07468738,0.040544577,1.758354317,0.006401775,1.148051727,0.089624856,2.70581708,8.838717937,0.181383637,1.34864069,0.019205326
JZJ08,B,0.717072873,0.151177758,0.382030277,0,0.471919754,0.002042943,0.782447038,0.16956424,0,0.040858853,3.166561115,0.02247237,0.110318903,0,0,0.089889477,0.055159452,0.149134814,0.03881591,0.179778954,0.825348833,0.036772968,1.440274572,0.008171771,0.018386484,0.055159451,0.004085885,0.167521298,4.578234489,0.028601198,3.207419969,0.071502992,0.710944045,0.102147133,0.091932419,0.010214713,0.124619502,0.1389201,42.51772253,0.016343542,0.155263642,0.002042943,1.139962002,1.262538562,0,0.400416761,0.018386484,0.165478355,24.2783305,0.014300599,0.467833868,0
JZF06,B,1.107558565,0.221511712,0.346895701,0,1.23085282,0.002089733,1.531774393,0.022987064,0.010448666,0.123294255,0.514074353,0.018807598,0.158819719,0,0.010448666,0.206883581,0.056422795,0.307190772,0.037615197,0.570497148,0.250767977,0.031345997,12.68259043,0.194345182,0,0.041794663,0,0.557958748,7.383027188,0.873508452,1.604915051,0.004179466,0.309280507,0.691701669,0.382421165,0.336447036,0.524523018,0.050153595,41.74868869,0.079409859,0.010448666,0.03970493,1.828516498,0.83798299,0,0.240319311,0.020897331,0.004179466,4.072889892,0.037615197,0.988443776,0.002089733
JZ048,B,1.546973313,0.078108049,0.737687134,0.143198091,0.857018876,0.015187676,0.844000867,0.171403775,0.080277718,0.058581037,0.757214146,0.141028423,0.067259709,0.002169668,0.002169668,0.151876762,0.162725103,0.486005641,0.828813192,0.870036884,0.121501411,0.01084834,4.044261227,0.106313734,0.02169668,0.019527012,0.015187676,0.112822738,4.530266869,1.878932524,1.201996095,0.041223693,0.457799956,0.247342156,0.008678672,0.193100455,0.030375353,0.058581037,40.92210891,0.681275764,0.026036016,1.130397049,0.527229334,1.744413104,0,1.19548709,0.006509004,0.50987199,13.59080061,0.177912779,0.844000868,0
JZ075,B,1.46537162,0.354729729,2.14527027,0.002111486,2.014358108,0.006334459,1.841216217,0.054898649,0.004222973,0.133023649,1.260557432,0.22804054,0.139358108,0,0.03589527,0.266047297,0.181587837,0.578547297,0.722128379,0.536317568,0.149915541,0.067567568,2.225506749,0.080236487,0.02956081,0.044341216,0.006334459,0.124577703,5.494087838,0.950168918,2.451435809,0.010557432,0.356841215,0.200591216,0.654560809,0.280827703,0.135135135,0.111908784,40.97761824,0.238597973,0.019003378,0.082347973,0.276604729,1.668074322,0.006334459,0.709459459,0.010557432,1.277449324,12.3289696,0.059121622,0.804476351,0
JZ097,B,0.924277115,0.190791148,0.589332655,0.847960655,0.506656493,0.038158229,0.968795048,0.036038328,0.023318918,0.057237344,0.32434495,10.79241923,0.237428983,0,0.006359705,0.016959214,0.186551344,0.445179343,0.069956753,1.339777834,0.063597049,0.019079115,9.429322481,0.02543882,0.025438819,0.063597049,0.01271941,0.184431442,3.580513865,0.515136098,1.996947342,0.01271941,0.224709573,0.120834394,0.222589671,0.038158229,0.20775036,0.163232426,41.48223522,0.144153312,0.072076655,0,0.114474688,3.207411177,0.002119902,0.856440259,0.01271941,5.359111337,7.907233105,0.063597049,0.394301704,0.033918426
JZI10,B,0.366443644,0.181163151,1.521358724,0.043232116,0.996397324,0.051466804,1.599588267,0.096757591,0.006176016,0.127637674,2.47246526,0.02882141,0.811116829,0.018528049,0.002058672,0.533196088,0.045290788,0.545548122,0.123520328,0.179104478,0.094698918,0.049408132,1.31549151,0.041173443,0.008234689,0.053525476,0.002058672,0.271744724,5.727225939,0.411734431,12.56819351,0.010293361,0.296448791,0.471435924,0.333504889,0.024704066,0.100874936,0.018528048,41.19608851,0.172928461,0.018528049,0.024704066,0.024704065,0.990221306,0.004117344,1.113741636,0.018528049,0.125579001,5.809572826,0.078229542,0.415851776,0
JZ098,B,4.900747615,0.409899458,2.706883217,0,0.794019076,0.061871616,0.848156741,0.183036865,0.056715648,0.074761536,0.443413251,0.324825986,0.113431296,0,0.010311936,0.067027584,0.317092033,0.399587522,0.030935808,0.837844805,0.208816705,0.015467904,8.509925235,0.048981696,0.0644496,0.054137664,0.015467904,0.489816963,9.131219386,1.175560712,2.389791182,0.02577984,1.252900231,0.523330754,0.185614848,0.02577984,0.061871616,0.368651714,36.41402423,0.061871616,0.041247744,0,0.899716422,2.93374581,0.01288992,1.044083527,0.030935808,1.6937355,6.640886827,0.144367105,0.786285125,0.020623872
JZF10,B,0.193943946,0.212712713,0.596429763,0.031281281,1.228311646,0.004170838,1.046880214,0.022939607,0.006256256,0.029195863,1.63705372,0.054220888,0.0333667,0.008341675,0,0.104270938,0.064647982,0.452535869,0.025025025,0.291958625,0.133466801,0.070904238,2.725642313,0.027110444,0,0.1334668,0.002085419,0.329496163,16.6478979,0.039622957,2.542125459,0.020854188,0.187687688,0.346179514,2.638054722,0.025025026,0.888388388,0.072989656,40.45295296,0.091758426,0.05213547,0,0.033366701,0.73823824,0,0.193943944,0,1.286703371,3.086419754,0.020854188,0.323239907,0.002085419
JZ002,B,0.741726892,0.329656396,1.160136934,0,0.268374118,0.038037277,0.57267233,0.008452728,0,0.002113182,0.359240945,0.464900046,0.016905456,0.040150459,0.01056591,0.019018638,0.061282279,0.268374117,3.850217658,0.050716369,0.245129115,0.004226364,22.14826085,0.12467774,0.029584548,1.358776045,0.002113182,0.175394109,1.481340603,0.342335489,1.489793329,0.319090486,0.162715015,0.124677739,0.065508643,0.029584548,0.084527281,0.023245002,39.75318033,1.663074258,0.139470013,0,0.253581844,0.650860063,0,0.092980009,0.014792274,0.107772284,13.73990956,0.048603187,0.363467309,0.004226364
JZI01,B,1.287282823,0.04417147,0.294476463,0.008413613,0.626814186,0.092549745,1.663792016,0.004206807,0.004206807,0.02524084,0.265028817,0.016827226,0.052585083,0.002103403,0.002103403,0.313407093,0.052585082,0.098859956,14.93206007,0.220857347,0.119893989,0.021034033,1.674309029,0.277649236,0.010517017,0.00631021,0.00631021,0.121997392,1.001219974,0.166168861,2.751251524,0.002103403,0.121997393,0.435404485,0.248201589,0.027344243,0.448024904,0.029447646,39.1233015,0.088342938,0.014723823,0.029447646,0.107273569,0.593159731,0.002103403,0.065205502,0.058895292,12.60990282,8.209583106,0.075722519,0.342854739,0.002103403
JZB07,B,1.222930466,0.533604635,1.181404813,0,1.422253598,0.002076283,2.985694412,0.091356436,0.002076283,0.004152565,1.696322903,0.006228848,0.330128937,0.002076283,0.002076283,0.373730872,0.012457696,0.778605985,0.473392438,0.342586633,0.199323133,0.031144239,2.499844281,0.033220522,0.004152565,0.010381413,0.006228848,0.267840458,6.133338871,0.988310528,1.440940141,0.002076283,0.741232897,0.16610261,0.053983348,0.014533978,0.101737849,0.033220522,39.16284285,0.469239873,0.002076283,0,0.176484022,3.390569523,0.002076283,1.364117683,0.006228848,0.058135914,11.54828395,0.035296805,0.346739199,0
JZ014,B,1.526043908,0.178648301,0.88893672,0,1.315109771,0.120533793,2.28368489,0.10116229,0.012914335,0.570383125,1.414119673,0.417563495,0.105467068,0.006457167,0,0.221696083,0.467068446,0.398191994,0.017219113,0.606973741,0.219543693,0.017219113,4.965561772,0.4563065,0.055962119,0.071028842,0.021523892,0.22815325,2.74214378,2.365475678,1.764959104,0.064571674,0.331467931,0.245372363,0.103314679,0.047352561,0.040895394,0.454154111,38.72363323,0.075333619,0.047352561,0.264743865,0.071028842,1.607834697,0.021523892,0.895393887,0.017219113,14.12182523,7.916487302,0.55962118,0.744726647,0
JZ032,B,0.925770426,1.391804518,0.531110925,0.006297758,0.281299857,0.117558149,0.96985473,0.018893274,0.004198505,0.033588042,0.44084306,2.346964481,0.023091779,0.025191032,0.134352171,0.083970106,0.046183559,0.228818541,0.136451423,0.617180284,0.247711815,0.002099253,16.91787724,0.468133345,0.004198506,0.138550676,0.004198505,0.161642456,6.220085649,0.340078932,6.335544548,0.077672349,0.178436478,0.184734235,0.113359643,0.008397011,0.170039466,0.00839701,39.12587119,0.115458896,0.138550675,0,2.300780922,1.028633806,0.006297758,0.073473843,0.002099253,0.233017047,4.553279033,0.012595516,1.236459821,0
JZ065,B,1.7281106,0.60745706,1.478843737,0.152911605,1.462086301,0,1.277754502,0.062840385,0.046082949,0.075408463,0.896522832,0.282781735,0.222036029,0,0.006284039,0.240888145,0.883954755,0.651445329,2.044407207,0.693338919,0.117302053,0.029325513,8.468789277,0.115207373,0.037704231,0.033514873,0.006284039,0.219941349,4.18098031,0.632593213,1.560536238,0.016757437,0.343527441,0.316296606,0.56346879,0.289065773,0.090071219,0.190615837,38.24046921,1.015919565,0.008378719,0.209467952,0.383326351,1.424382072,0.006284039,1.191872643,0.008378718,5.724759112,8.747381652,0.261834939,0.927943025,0.012568077
JZE05,B,1.5577451,0.414973079,0.695877934,0,2.19190909,0.002128067,3.37724245,0.085122683,0.242599647,0.074482347,0.455406354,0.017024537,0.038305208,0.002128067,0,0.308569726,2.025919858,0.410716946,0.080866548,0.134068226,1.517311826,0.095763018,2.694132916,0.18939797,0.034049073,0.029792939,0.08725075,0.185141836,2.372794789,1.989742716,7.033261688,0.004256134,0.636292056,0.544785173,0.185141836,0.027664872,0.097891086,0.070226213,38.12857782,0.283032921,0.002128067,0.002128067,0.076610416,1.268327976,0.019152604,2.381307058,0.014896469,0.07235428,8.390968483,0.283032921,2.30044051,0
